Date,HomeTeam,AwayTeam,Played Value A,Total Value H,Total Value A,Attack H,Midfield H,Defense H,Goalie H,Attack A,Midfield A,Defense A,Goalie A,Attack Count H,Midfield Count H,Defense Count H,Goalie Count H,Attack Count A,Midfield Count A,Defense Count A,Goalie Count A,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_11,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11
2019-02-24,Arsenal,Southampton,,,,,,,,,,,,,,,,,,,,2,0,H,2,0,H,G Scott,12,10,4,4,7,14,6,4,0,0,0,0,Bernd Leno,Sokratis,Stephan Lichtsteiner,Shkodran Mustafi,Sead Kolasinac,Henrikh Mkhitaryan,Aaron Ramsey,Lucas Torreira,Alex Iwobi,Granit Xhaka,Alexandre Lacazette,Angus Gunn,Jannik Vestergaard,Jack Stephens,Jan Bednarek,Oriol Romeu,James Ward-Prowse,Yan Valery,Pierre-Emile Højbjerg,Matt Targett,Nathan Redmond,Stuart Armstrong
2019-02-24,Manchester United,Liverpool,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,M Oliver,6,7,3,1,15,17,3,7,1,3,0,0,David de Gea,Victor Lindelöf,Chris Smalling,Ashley Young,Luke Shaw,Paul Pogba,Juan Mata,Ander Herrera,Scott McTominay,Romelu Lukaku,Marcus Rashford,Alisson,Virgil van Dijk,James Milner,Andrew Robertson,Joel Matip,Fabinho,Georginio Wijnaldum,Jordan Henderson,Roberto Firmino,Sadio Mané,Mohamed Salah
2019-02-26,Cardiff City,Everton,,,,,,,,,,,,,,,,,,,,0,3,A,0,1,A,K Friend,6,12,0,4,12,12,3,4,3,1,0,0,Neil Etheridge,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Sol Bamba,Leandro Bacuna,Aron Gunnarsson,Nathaniel Mendez-Laing,David Junior Hoilett,Kenneth Zohore,Bobby De Cordova-Reid,Jordan Pickford,Michael Keane,Phil Jagielka,Lucas Digne,Séamus Coleman,Richarlison,Gylfi Sigurdsson,Theo Walcott,Idrissa Gueye,Morgan Schneiderlin,Dominic Calvert-Lewin
2019-02-26,Huddersfield Town,Wolverhampton Wanderers,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,D Coote,15,7,3,0,10,10,3,5,2,2,0,0,Jonas Lössl,Terence Kongolo,Demeaco Duhaney,Christopher Schindler,Erik Durm,Jonathan Hogg,Philip Billing,Alex Pritchard,Jon Gorenc Stankovic,Steve Mounie,Karlan Grant,Rui Patrício,Ryan Bennett,Willy Boly,Conor Coady,Matt Doherty,Rúben Neves,Jonny,João Moutinho,Leander Dendoncker,Raúl Jiménez,Diogo Jota
2019-02-26,Leicester City,Brighton and Hove Albion,,,,,,,,,,,,,,,,,,,,2,1,H,1,0,H,L Probert,19,15,3,3,6,4,4,8,1,1,0,0,Kasper Schmeichel,Ben Chilwell,Jonny Evans,Harry Maguire,Ricardo Pereira,James Maddison,Youri Tielemans,Wilfred Ndidi,Demarai Gray,Jamie Vardy,Harvey Barnes,Mat Ryan,Gaëtan Bong,Shane Duffy,Lewis Dunk,Martín Montoya,Dale Stephens,Pascal Groß,Davy Pröpper,Anthony Knockaert,Glenn Murray,Solly March
2019-02-26,Newcastle United,Burnley,,,,,,,,,,,,,,,,,,,,2,0,H,2,0,H,C Pawson,12,12,3,2,8,8,4,7,1,3,0,0,Martin Dubravka,Fabian Schär,Jamaal Lascelles,Matt Ritchie,Javier Manquillo,Florian Lejeune,Isaac Hayden,Ayoze Pérez,Miguel Almirón,Sean Longstaff,Salomón Rondón,Tom Heaton,Charlie Taylor,James Tarkowski,Ben Mee,Phil Bardsley,Jack Cork,Jóhann Gudmundsson,Jeff Hendrick,Dwight McNeil,Chris Wood,Ashley Barnes
2019-02-27,Arsenal,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,5,1,H,2,1,H,C Kavanagh,16,13,6,5,11,9,9,4,2,2,0,0,Bernd Leno,Sokratis,Laurent Koscielny,Nacho Monreal,Lucas Torreira,Carl Jenkinson,Matteo Guendouzi,Sead Kolasinac,Henrikh Mkhitaryan,Mesut Özil,Pierre-Emerick Aubameyang,Artur Boruc,Nathan Aké,Chris Mepham,Adam Smith,Nathaniel Clyne,Dan Gosling,Andrew Surman,Jordon Ibe,Ryan Fraser,Lys Mousset,Joshua King
2019-02-27,Chelsea,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,2,0,H,0,0,D,A Marriner,11,9,1,0,7,14,2,2,1,1,0,0,Willy Caballero,Antonio Rüdiger,Marcos Alonso,César Azpilicueta,David Luiz,Jorginho,N'Golo Kanté,Mateo Kovacic,Gonzalo Higuaín,Eden Hazard,Pedro,Hugo Lloris,Kieran Trippier,Toby Alderweireld,Davinson Sánchez,Ben Davies,Son Heung-Min,Harry Winks,Erik Lamela,Moussa Sissoko,Christian Eriksen,Harry Kane
2019-02-27,Crystal Palace,Manchester United,,,,,,,,,,,,,,,,,,,,1,3,A,0,1,A,M Atkinson,17,13,2,4,8,9,5,6,2,3,0,0,Vicente Guaita,Joel Ward,Patrick van Aanholt,James Tomkins,Martin Kelly,Luka Milivojevic,Jeffrey Schlupp,James McArthur,Andros Townsend,Wilfried Zaha,Michy Batshuayi,David de Gea,Victor Lindelöf,Chris Smalling,Ashley Young,Luke Shaw,Paul Pogba,Fred,Scott McTominay,Alexis Sánchez,Romelu Lukaku,Diogo Dalot
2019-02-27,Liverpool,Watford,,,,,,,,,,,,,,,,,,,,5,0,H,2,0,H,G Scott,19,5,10,3,5,7,6,4,0,2,0,0,Alisson,Virgil van Dijk,Andrew Robertson,Joel Matip,Trent Alexander-Arnold,Fabinho,Georginio Wijnaldum,James Milner,Sadio Mané,Mohamed Salah,Divock Origi,Ben Foster,Daryl Janmaat,Adrian Mariappa,Adam Masina,Craig Cathcart,Abdoulaye Doucouré,Will Hughes,Etienne Capoue,Roberto Pereyra,Gerard Deulofeu,Troy Deeney
2019-02-27,Manchester City,West Ham United,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,S Attwell,20,2,7,1,2,6,12,2,0,2,0,0,Ederson,Danilo,Vincent Kompany,Oleksandr Zinchenko,Nicolás Otamendi,Ilkay Gündogan,Kevin De Bruyne,David Silva,Sergio Agüero,Leroy Sané,Riyad Mahrez,Lukasz Fabianski,Angelo Ogbonna,Issa Diop,Ryan Fredericks,Ben Johnson,Felipe Anderson,Pedro Obiang,Samir Nasri,Michail Antonio,Declan Rice,Andy Carroll
2019-02-27,Southampton,Fulham,,,,,,,,,,,,,,,,,,,,2,0,H,2,0,H,A Taylor,14,14,4,4,15,13,7,4,0,1,0,0,Angus Gunn,Maya Yoshida,Jannik Vestergaard,Jan Bednarek,Oriol Romeu,Yan Valery,Ryan Bertrand,Pierre-Emile Højbjerg,James Ward-Prowse,Charlie Austin,Nathan Redmond,Sergio Rico,Denis Odoi,Tim Ream,Håvard Nordtveit,Joe Bryan,Calum Chambers,Kevin McDonald,Tom Cairney,André-Frank Zambo Anguissa,Aleksandar Mitrovic,Ryan Babel
2019-03-02,AFC Bournemouth,Manchester City,,,,,,,,,,,,,,,,,,,,0,1,A,0,0,D,K Friend,0,23,0,7,7,7,0,14,1,2,0,0,Artur Boruc,Nathan Aké,Chris Mepham,Charlie Daniels,Nathaniel Clyne,Jack Simpson,Andrew Surman,David Brooks,Adam Smith,Ryan Fraser,Joshua King,Ederson,Kyle Walker,John Stones,Oleksandr Zinchenko,Nicolás Otamendi,Ilkay Gündogan,Kevin De Bruyne,David Silva,Raheem Sterling,Sergio Agüero,Bernardo Silva
2019-03-02,Brighton and Hove Albion,Huddersfield Town,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,M Dean,13,6,4,4,11,6,6,3,2,2,0,0,Mat Ryan,Shane Duffy,Lewis Dunk,Martín Montoya,Bernardo,Dale Stephens,Yves Bissouma,Davy Pröpper,Anthony Knockaert,Alireza Jahanbakhsh,Glenn Murray,Jonas Lössl,Terence Kongolo,Juninho Bacuna,Christopher Schindler,Erik Durm,Jonathan Hogg,Philip Billing,Alex Pritchard,Jon Gorenc Stankovic,Steve Mounie,Karlan Grant
2019-03-02,Burnley,Crystal Palace,,,,,,,,,,,,,,,,,,,,1,3,A,0,1,A,L Probert,18,10,4,4,9,9,8,5,1,2,0,0,Tom Heaton,Charlie Taylor,James Tarkowski,Ben Mee,Phil Bardsley,Jack Cork,Jeff Hendrick,Ashley Westwood,Dwight McNeil,Chris Wood,Ashley Barnes,Wayne Hennessey,Patrick van Aanholt,James Tomkins,Scott Dann,Aaron Wan-Bissaka,Luka Milivojevic,Max Meyer,Cheikhou Kouyaté,Wilfried Zaha,Jeffrey Schlupp,Michy Batshuayi
2019-03-02,Manchester United,Southampton,,,,,,,,,,,,,,,,,,,,3,2,H,0,1,A,S Attwell,16,6,6,3,7,10,9,7,2,1,0,0,David de Gea,Victor Lindelöf,Chris Smalling,Ashley Young,Luke Shaw,Paul Pogba,Alexis Sánchez,Andreas Pereira,Scott McTominay,Romelu Lukaku,Marcus Rashford,Angus Gunn,Maya Yoshida,Jannik Vestergaard,Jan Bednarek,Oriol Romeu,Yan Valery,Ryan Bertrand,Pierre-Emile Højbjerg,James Ward-Prowse,Charlie Austin,Nathan Redmond
2019-03-02,Tottenham Hotspur,Arsenal,,,,,,,,,,,,,,,,,,,,1,1,D,0,1,A,A Taylor,10,9,3,4,15,14,3,4,3,2,0,1,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Kieran Trippier,Danny Rose,Victor Wanyama,Moussa Sissoko,Son Heung-Min,Harry Kane,Christian Eriksen,Bernd Leno,Sokratis,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Henrikh Mkhitaryan,Aaron Ramsey,Alex Iwobi,Matteo Guendouzi,Granit Xhaka,Alexandre Lacazette
2019-03-02,West Ham United,Newcastle United,,,,,,,,,,,,,,,,,,,,2,0,H,2,0,H,C Kavanagh,10,17,4,2,8,14,1,6,3,4,0,0,Lukasz Fabianski,Aaron Cresswell,Angelo Ogbonna,Issa Diop,Ryan Fredericks,Felipe Anderson,Manuel Lanzini,Robert Snodgrass,Mark Noble,Declan Rice,Chicharito,Martin Dubravka,Fabian Schär,Jamaal Lascelles,Matt Ritchie,Javier Manquillo,Florian Lejeune,Isaac Hayden,Ayoze Pérez,Miguel Almirón,Sean Longstaff,Salomón Rondón
2019-03-02,Wolverhampton Wanderers,Cardiff City,,,,,,,,,,,,,,,,,,,,2,0,H,2,0,H,A Marriner,13,12,6,4,11,6,7,8,1,2,0,0,John Ruddy,Ryan Bennett,Willy Boly,Conor Coady,Morgan Gibbs-White,Romain Saïss,Rúben Vinagre,Leander Dendoncker,Adama Traoré,Raúl Jiménez,Diogo Jota,Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Sol Bamba,Joe Ralls,Bobby De Cordova-Reid,Aron Gunnarsson,Víctor Camarasa,Kenneth Zohore,Oumar Niasse
2019-03-03,Everton,Liverpool,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,M Atkinson,7,10,3,3,12,10,3,7,1,2,0,0,Jordan Pickford,Kurt Zouma,Michael Keane,Lucas Digne,Séamus Coleman,Theo Walcott,Idrissa Gueye,Morgan Schneiderlin,Bernard,Dominic Calvert-Lewin,Gylfi Sigurdsson,Alisson,Virgil van Dijk,Andrew Robertson,Joel Matip,Trent Alexander-Arnold,Fabinho,Georginio Wijnaldum,Jordan Henderson,Sadio Mané,Mohamed Salah,Divock Origi
2019-03-03,Fulham,Chelsea,,,,,,,,,,,,,,,,,,,,1,2,A,1,2,A,G Scott,12,20,5,7,11,10,5,4,2,1,0,0,Sergio Rico,Denis Odoi,Tim Ream,Håvard Nordtveit,Joe Bryan,Ryan Sessegnon,Calum Chambers,Kevin McDonald,Tom Cairney,Ryan Babel,Aleksandar Mitrovic,Kepa Arrizabalaga,Antonio Rüdiger,Andreas Christensen,César Azpilicueta,Emerson,Jorginho,N'Golo Kanté,Ross Barkley,Gonzalo Higuaín,Willian,Eden Hazard
2019-03-03,Watford,Leicester City,,,,,,,,,,,,,,,,,,,,2,1,H,1,0,H,J Moss,6,14,5,2,15,12,1,5,5,1,0,0,Ben Foster,Daryl Janmaat,Adrian Mariappa,Craig Cathcart,José Holebas,Abdoulaye Doucouré,Will Hughes,Etienne Capoue,Roberto Pereyra,Gerard Deulofeu,Troy Deeney,Kasper Schmeichel,Wes Morgan,Jonny Evans,Harry Maguire,Ben Chilwell,Youri Tielemans,Ricardo Pereira,Wilfred Ndidi,Jamie Vardy,James Maddison,Harvey Barnes
2019-03-09,Cardiff City,West Ham United,,,,,,,,,,,,,,,,,,,,2,0,H,1,0,H,G Scott,16,9,7,2,7,12,7,5,2,1,0,0,Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Josh Murphy,Aron Gunnarsson,Víctor Camarasa,David Junior Hoilett,Oumar Niasse,Lukasz Fabianski,Aaron Cresswell,Angelo Ogbonna,Issa Diop,Ryan Fredericks,Felipe Anderson,Manuel Lanzini,Robert Snodgrass,Mark Noble,Declan Rice,Chicharito
2019-03-09,Crystal Palace,Brighton and Hove Albion,,,,,,,,,,,,,,,,,,,,1,2,A,0,1,A,C Pawson,15,4,3,3,8,18,8,0,1,5,0,0,Vicente Guaita,Patrick van Aanholt,James Tomkins,Scott Dann,Aaron Wan-Bissaka,Luka Milivojevic,Jeffrey Schlupp,James McArthur,Andros Townsend,Wilfried Zaha,Michy Batshuayi,Mat Ryan,Shane Duffy,Lewis Dunk,Martín Montoya,Bernardo,Dale Stephens,Yves Bissouma,Anthony Knockaert,Alireza Jahanbakhsh,Davy Pröpper,Glenn Murray
2019-03-09,Huddersfield Town,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,0,2,A,0,1,A,A Taylor,8,8,1,5,14,9,6,5,3,1,0,0,Jonas Lössl,Juninho Bacuna,Zanka,Christopher Schindler,Erik Durm,Philip Billing,Elias Kachunga,Alex Pritchard,Aaron Mooy,Jon Gorenc Stankovic,Steve Mounie,Artur Boruc,Nathan Aké,Chris Mepham,Charlie Daniels,Adam Smith,Andrew Surman,David Brooks,Jefferson Lerma,Ryan Fraser,Callum Wilson,Joshua King
2019-03-09,Leicester City,Fulham,,,,,,,,,,,,,,,,,,,,3,1,H,1,0,H,D Coote,18,6,8,3,9,13,6,5,0,2,0,0,Kasper Schmeichel,Ben Chilwell,Jonny Evans,Harry Maguire,Ricardo Pereira,James Maddison,Youri Tielemans,Wilfred Ndidi,Demarai Gray,Jamie Vardy,Harvey Barnes,Sergio Rico,Denis Odoi,Tim Ream,Håvard Nordtveit,Joe Bryan,Calum Chambers,Kevin McDonald,Tom Cairney,Ryan Sessegnon,Aleksandar Mitrovic,Ryan Babel
2019-03-09,Manchester City,Watford,,,,,,,,,,,,,,,,,,,,3,1,H,0,0,D,P Tierney,19,2,9,1,11,7,9,1,1,1,0,0,Ederson,Kyle Walker,Vincent Kompany,Oleksandr Zinchenko,Nicolás Otamendi,Ilkay Gündogan,Bernardo Silva,David Silva,Raheem Sterling,Sergio Agüero,Riyad Mahrez,Ben Foster,Daryl Janmaat,Miguel Britos,Adam Masina,Christian Kabasele,Tom Cleverley,Abdoulaye Doucouré,Kiko Femenía,Isaac Success,Etienne Capoue,Andre Gray
2019-03-09,Newcastle United,Everton,,,,,,,,,,,,,,,,,,,,3,2,H,0,2,A,L Mason,19,7,7,3,13,10,8,2,3,1,0,0,Martin Dubravka,Fabian Schär,Jamaal Lascelles,Florian Lejeune,Ki Sung-Yueng,Matt Ritchie,Isaac Hayden,DeAndre Yedlin,Salomón Rondón,Ayoze Pérez,Miguel Almirón,Jordan Pickford,Michael Keane,Kurt Zouma,Lucas Digne,Jonjoe Kenny,Richarlison,André Gomes,Gylfi Sigurdsson,Idrissa Gueye,Bernard,Dominic Calvert-Lewin
2019-03-09,Southampton,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,2,1,H,0,1,A,K Friend,12,16,4,5,16,9,1,10,4,2,0,0,Angus Gunn,Maya Yoshida,Jannik Vestergaard,Jan Bednarek,Oriol Romeu,Yan Valery,Ryan Bertrand,Pierre-Emile Højbjerg,James Ward-Prowse,Charlie Austin,Nathan Redmond,Hugo Lloris,Danny Rose,Jan Vertonghen,Davinson Sánchez,Kyle Walker-Peters,Eric Dier,Moussa Sissoko,Dele Alli,Christian Eriksen,Harry Kane,Lucas Moura
2019-03-10,Arsenal,Manchester United,,,,,,,,,,,,,,,,,,,,2,0,H,1,0,H,J Moss,14,14,3,4,12,18,5,2,2,2,0,0,Bernd Leno,Sokratis,Laurent Koscielny,Nacho Monreal,Aaron Ramsey,Ainsley Maitland-Niles,Sead Kolasinac,Granit Xhaka,Alexandre Lacazette,Mesut Özil,Pierre-Emerick Aubameyang,David de Gea,Victor Lindelöf,Chris Smalling,Ashley Young,Luke Shaw,Paul Pogba,Fred,Diogo Dalot,Nemanja Matic,Romelu Lukaku,Marcus Rashford
2019-03-10,Chelsea,Wolverhampton Wanderers,,,,,,,,,,,,,,,,,,,,1,1,D,0,0,D,M Oliver,22,2,6,1,8,14,13,0,1,4,0,0,Kepa Arrizabalaga,Antonio Rüdiger,César Azpilicueta,David Luiz,Emerson,Jorginho,N'Golo Kanté,Mateo Kovacic,Gonzalo Higuaín,Eden Hazard,Pedro,Rui Patrício,Willy Boly,Conor Coady,Romain Saïss,Matt Doherty,Rúben Neves,Jonny,João Moutinho,Leander Dendoncker,Raúl Jiménez,Diogo Jota
2019-03-10,Liverpool,Burnley,,,,,,,,,,,,,,,,,,,,4,2,H,2,1,H,A Marriner,23,3,5,2,4,7,7,3,2,0,0,0,Alisson,Virgil van Dijk,Andrew Robertson,Joel Matip,Trent Alexander-Arnold,Fabinho,Georginio Wijnaldum,Adam Lallana,Roberto Firmino,Sadio Mané,Mohamed Salah,Tom Heaton,Charlie Taylor,James Tarkowski,Ben Mee,Phil Bardsley,Jack Cork,Jeff Hendrick,Ashley Westwood,Dwight McNeil,Chris Wood,Ashley Barnes
2019-03-16,AFC Bournemouth,Newcastle United,,,,,,,,,,,,,,,,,,,,2,2,D,0,1,A,M Dean,10,12,3,4,9,12,6,6,3,2,0,0,Artur Boruc,Nathan Aké,Chris Mepham,Charlie Daniels,Nathaniel Clyne,David Brooks,Jefferson Lerma,Jordon Ibe,Ryan Fraser,Callum Wilson,Joshua King,Martin Dubravka,Paul Dummett,Matt Ritchie,Federico Fernández,Florian Lejeune,DeAndre Yedlin,Mohamed Diamé,Isaac Hayden,Ayoze Pérez,Miguel Almirón,Salomón Rondón
2019-03-16,Burnley,Leicester City,,,,,,,,,,,,,,,,,,,,1,2,A,1,1,D,M Oliver,13,9,2,4,9,10,9,3,1,1,0,1,Tom Heaton,Charlie Taylor,James Tarkowski,Ben Mee,Phil Bardsley,Jack Cork,Jóhann Gudmundsson,Ashley Westwood,Dwight McNeil,Chris Wood,Ashley Barnes,Kasper Schmeichel,Ben Chilwell,Jonny Evans,Harry Maguire,Ricardo Pereira,Demarai Gray,James Maddison,Youri Tielemans,Wilfred Ndidi,Harvey Barnes,Jamie Vardy
2019-03-16,West Ham United,Huddersfield Town,,,,,,,,,,,,,,,,,,,,4,3,H,1,2,A,J Moss,16,15,5,5,7,15,5,8,0,2,0,0,Lukasz Fabianski,Aaron Cresswell,Pablo Zabaleta,Angelo Ogbonna,Issa Diop,Felipe Anderson,Manuel Lanzini,Mark Noble,Michail Antonio,Declan Rice,Marko Arnautovic,Jonas Lössl,Tommy Smith,Terence Kongolo,Jon Gorenc Stankovic,Erik Durm,Juninho Bacuna,Aaron Mooy,Alex Pritchard,Chris Löwe,Aaron Rowe,Karlan Grant
2019-03-17,Everton,Chelsea,,,,,,,,,,,,,,,,,,,,2,0,H,0,0,D,A Taylor,15,16,8,5,17,9,3,4,1,2,0,0,Jordan Pickford,Michael Keane,Lucas Digne,Yerry Mina,Séamus Coleman,Richarlison,André Gomes,Gylfi Sigurdsson,Idrissa Gueye,Bernard,Dominic Calvert-Lewin,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,César Azpilicueta,David Luiz,Jorginho,N'Golo Kanté,Ross Barkley,Gonzalo Higuaín,Eden Hazard,Pedro
2019-03-17,Fulham,Liverpool,,,,,,,,,,,,,,,,,,,,1,2,A,0,1,A,C Pawson,7,16,2,6,11,7,1,10,2,1,0,0,Sergio Rico,Calum Chambers,Tim Ream,Timothy Fosu-Mensah,Joe Bryan,Tom Cairney,Jean Michael Seri,André-Frank Zambo Anguissa,Aleksandar Mitrovic,Floyd Ayité,Ryan Babel,Alisson,Virgil van Dijk,Andrew Robertson,Joel Matip,Trent Alexander-Arnold,Fabinho,Georginio Wijnaldum,Adam Lallana,Roberto Firmino,Sadio Mané,Mohamed Salah
2019-03-30,Brighton and Hove Albion,Southampton,,,,,,,,,,,,,,,,,,,,0,1,A,0,0,D,M Oliver,14,8,1,2,8,10,6,5,1,2,0,0,Mat Ryan,Shane Duffy,Lewis Dunk,Martín Montoya,Bernardo,Dale Stephens,Yves Bissouma,Davy Pröpper,Anthony Knockaert,Alireza Jahanbakhsh,Glenn Murray,Angus Gunn,Maya Yoshida,Yan Valery,Ryan Bertrand,Jan Bednarek,Oriol Romeu,James Ward-Prowse,Stuart Armstrong,Pierre-Emile Højbjerg,Danny Ings,Nathan Redmond
2019-03-30,Burnley,Wolverhampton Wanderers,,,,,,,,,,,,,,,,,,,,2,0,H,1,0,H,C Kavanagh,5,8,1,1,12,10,1,5,1,1,0,0,Tom Heaton,Charlie Taylor,James Tarkowski,Ben Mee,Phil Bardsley,Jack Cork,Jeff Hendrick,Ashley Westwood,Dwight McNeil,Chris Wood,Ashley Barnes,Rui Patrício,Willy Boly,Conor Coady,Romain Saïss,Rúben Neves,Jonny,João Moutinho,Leander Dendoncker,Adama Traoré,Ivan Cavaleiro,Diogo Jota
2019-03-30,Crystal Palace,Huddersfield Town,,,,,,,,,,,,,,,,,,,,2,0,H,0,0,D,L Probert,19,15,5,5,10,7,5,5,0,0,0,0,Vicente Guaita,Patrick van Aanholt,James Tomkins,Scott Dann,Aaron Wan-Bissaka,Luka Milivojevic,Max Meyer,Jeffrey Schlupp,Andros Townsend,Wilfried Zaha,Michy Batshuayi,Ben Hamer,Tommy Smith,Terence Kongolo,Christopher Schindler,Erik Durm,Jonathan Hogg,Juninho Bacuna,Alex Pritchard,Aaron Mooy,Chris Löwe,Karlan Grant
2019-03-30,Fulham,Manchester City,,,,,,,,,,,,,,,,,,,,0,2,A,0,2,A,K Friend,5,24,0,7,4,12,0,11,2,0,0,0,Sergio Rico,Calum Chambers,Maxime Le Marchand,Timothy Fosu-Mensah,Cyrus Christie,Joe Bryan,Ryan Sessegnon,Tom Cairney,Floyd Ayité,André-Frank Zambo Anguissa,Ryan Babel,Ederson,Kyle Walker,Oleksandr Zinchenko,Aymeric Laporte,Nicolás Otamendi,Ilkay Gündogan,Kevin De Bruyne,David Silva,Raheem Sterling,Sergio Agüero,Bernardo Silva
2019-03-30,Leicester City,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,2,0,H,1,0,H,L Mason,18,8,4,2,6,12,6,1,0,2,0,0,Kasper Schmeichel,Ben Chilwell,Wes Morgan,Jonny Evans,Ricardo Pereira,Demarai Gray,James Maddison,Youri Tielemans,Wilfred Ndidi,Harvey Barnes,Jamie Vardy,Asmir Begovic,Nathan Aké,Chris Mepham,Charlie Daniels,Nathaniel Clyne,Dan Gosling,David Brooks,Jefferson Lerma,Ryan Fraser,Callum Wilson,Joshua King
2019-03-30,Manchester United,Watford,,,,,,,,,,,,,,,,,,,,2,1,H,1,0,H,S Attwell,8,20,5,8,14,9,3,5,1,2,0,0,David de Gea,Phil Jones,Chris Smalling,Ashley Young,Luke Shaw,Paul Pogba,Juan Mata,Ander Herrera,Nemanja Matic,Anthony Martial,Marcus Rashford,Ben Foster,Daryl Janmaat,Miguel Britos,Adam Masina,Christian Kabasele,Abdoulaye Doucouré,Will Hughes,Etienne Capoue,Roberto Pereyra,Gerard Deulofeu,Troy Deeney
2019-03-30,West Ham United,Everton,,,,,,,,,,,,,,,,,,,,0,2,A,0,2,A,P Tierney,3,17,1,9,7,14,4,9,1,1,0,0,Lukasz Fabianski,Aaron Cresswell,Pablo Zabaleta,Angelo Ogbonna,Issa Diop,Manuel Lanzini,Robert Snodgrass,Pedro Obiang,Declan Rice,Marko Arnautovic,Lucas Pérez,Jordan Pickford,Kurt Zouma,Michael Keane,Lucas Digne,Séamus Coleman,Richarlison,André Gomes,Gylfi Sigurdsson,Idrissa Gueye,Bernard,Dominic Calvert-Lewin
2019-03-31,Cardiff City,Chelsea,,,,,,,,,,,,,,,,,,,,1,2,A,0,0,D,C Pawson,8,21,3,3,8,14,2,7,2,3,0,0,Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Josh Murphy,Aron Gunnarsson,Víctor Camarasa,David Junior Hoilett,Oumar Niasse,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,César Azpilicueta,David Luiz,Jorginho,Ross Barkley,Mateo Kovacic,Gonzalo Higuaín,Willian,Pedro
2019-03-31,Liverpool,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,2,1,H,1,0,H,M Atkinson,14,11,3,2,5,8,10,3,0,1,0,0,Alisson,Virgil van Dijk,Andrew Robertson,Joel Matip,Trent Alexander-Arnold,Georginio Wijnaldum,James Milner,Jordan Henderson,Roberto Firmino,Sadio Mané,Mohamed Salah,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Kieran Trippier,Danny Rose,Moussa Sissoko,Dele Alli,Christian Eriksen,Harry Kane,Lucas Moura
2019-04-01,Arsenal,Newcastle United,,,,,,,,,,,,,,,,,,,,2,0,H,1,0,H,A Taylor,7,3,4,1,11,10,6,2,2,0,0,0,Bernd Leno,Sokratis,Nacho Monreal,Shkodran Mustafi,Aaron Ramsey,Ainsley Maitland-Niles,Matteo Guendouzi,Sead Kolasinac,Alexandre Lacazette,Mesut Özil,Alex Iwobi,Martin Dubravka,Paul Dummett,Jamaal Lascelles,Matt Ritchie,Florian Lejeune,DeAndre Yedlin,Mohamed Diamé,Isaac Hayden,Ayoze Pérez,Miguel Almirón,Salomón Rondón
2019-04-02,Watford,Fulham,,,,,,,,,,,,,,,,,,,,4,1,H,1,1,D,R East,15,17,7,7,12,5,6,4,3,2,0,0,Ben Foster,Adrian Mariappa,Craig Cathcart,Kiko Femenía,José Holebas,Abdoulaye Doucouré,Will Hughes,Etienne Capoue,Roberto Pereyra,Gerard Deulofeu,Troy Deeney,Sergio Rico,Calum Chambers,Tim Ream,Maxime Le Marchand,Tom Cairney,Cyrus Christie,Joe Bryan,André-Frank Zambo Anguissa,Ryan Sessegnon,Aleksandar Mitrovic,Ryan Babel
2019-04-02,Wolverhampton Wanderers,Manchester United,,,,,,,,,,,,,,,,,,,,2,1,H,1,1,D,M Dean,9,18,2,4,5,11,3,5,1,2,0,1,Rui Patrício,Ryan Bennett,Willy Boly,Conor Coady,Matt Doherty,Rúben Neves,João Moutinho,Rúben Vinagre,Leander Dendoncker,Raúl Jiménez,Diogo Jota,David de Gea,Victor Lindelöf,Chris Smalling,Ashley Young,Paul Pogba,Fred,Diogo Dalot,Luke Shaw,Scott McTominay,Romelu Lukaku,Jesse Lingard
